Ім'я Фамілія 1,Ім'я Фамілія 2,Результат 1,Результат 2,Турнір,Дата,Стадія,Дисципліна
Ігор Кузьмін,Стефанія Церковник,1,3,Buffalo game 2025 клубна ліга 5 етап,2025-12-20,group,
Олександр Кулик,Віктор Загуменний,3,0,Buffalo game 2025 клубна ліга 5 етап,2025-12-20,group,
Олександр Грін,Євген Кравчак,1,3,Buffalo game 2025 клубна ліга 5 етап,2025-12-20,group,
Максим Росул,Богдан Порох,3,2,Buffalo game 2025 клубна ліга 5 етап,2025-12-20,group,
Олександр Шевелюк,Стефанія Церковник,1,3,Buffalo game 2025 клубна ліга 5 етап,2025-12-20,group,
Олександр Кодриш,Ігор Кузьмін,0,3,Buffalo game 2025 клубна ліга 5 етап,2025-12-20,group,
Віктор Дейнеко,Володимир Таранчук,3,1,Buffalo game 2025 клубна ліга 5 етап,2025-12-20,group,
Сергій Максюта,Володимир Коротя,0,3,Buffalo game 2025 клубна ліга 5 етап,2025-12-20,group,
Ігор Кузьмін,Олексій Бамбушкар,2,3,Buffalo game 2025 клубна ліга 5 етап,2025-12-20,group,
Олексій Проскурін,Роман Качур,0,3,Buffalo game 2025 клубна ліга 5 етап,2025-12-20,group,
Віктор Дейнеко,Роман Гурчумелія,3,1,Buffalo game 2025 клубна ліга 5 етап,2025-12-20,group,
Роман Церковник,Володимир Коротя,1,3,Buffalo game 2025 клубна ліга 5 етап,2025-12-20,group,
Олексій Бамбушкар,Олександр Грін,0,3,Buffalo game 2025 клубна ліга 5 етап,2025-12-20,group,
Роман Качур,Віктор Загуменний,3,0,Buffalo game 2025 клубна ліга 5 етап,2025-12-20,group,
Віктор Дейнеко,Олександр Шевелюк,3,2,Buffalo game 2025 клубна ліга 5 етап,2025-12-20,group,
Володимир Коротя,Богдан Порох,3,1,Buffalo game 2025 клубна ліга 5 етап,2025-12-20,group,
Михайло Сличко,Артур Зелінко,3,5,Чемпіонат Закарпатської області 2023 (комбінована піраміда) відкритий на підтримку ЗСУ. Слава Україні!,2023-01-21,final,COMBINED_PYRAMID
Михайло Сличко,Микола Шикітка,4,3,Чемпіонат Закарпатської області 2023 (комбінована піраміда) відкритий на підтримку ЗСУ. Слава Україні!,2023-01-21,semifinal,COMBINED_PYRAMID
Володимир Коротя,Артур Зелінко,0,4,Чемпіонат Закарпатської області 2023 (комбінована піраміда) відкритий на підтримку ЗСУ. Слава Україні!,2023-01-21,semifinal,COMBINED_PYRAMID
Євген Драгула,Михайло Сличко,0,4,Чемпіонат Закарпатської області 2023 (комбінована піраміда) відкритий на підтримку ЗСУ. Слава Україні!,2023-01-21,quarterfinal,COMBINED_PYRAMID
Олександр Мимренко,Микола Шикітка,0,4,Чемпіонат Закарпатської області 2023 (комбінована піраміда) відкритий на підтримку ЗСУ. Слава Україні!,2023-01-21,quarterfinal,COMBINED_PYRAMID
Володимир Коротя,Валентин Свалявчик,4,2,Чемпіонат Закарпатської області 2023 (комбінована піраміда) відкритий на підтримку ЗСУ. Слава Україні!,2023-01-21,quarterfinal,COMBINED_PYRAMID
Артур Зелінко,Евгений Забарас,4,0,Чемпіонат Закарпатської області 2023 (комбінована піраміда) відкритий на підтримку ЗСУ. Слава Україні!,2023-01-21,quarterfinal,COMBINED_PYRAMID
Сергій1 Шерегій,Олександр Рогович,0,4,Чемпіонат Закарпатської області 2023 (комбінована піраміда) відкритий на підтримку ЗСУ. Слава Україні!,2023-01-21,group,COMBINED_PYRAMID
Роман Мицька,Олександр Мимренко,3,4,Чемпіонат Закарпатської області 2023 (комбінована піраміда) відкритий на підтримку ЗСУ. Слава Україні!,2023-01-21,group,COMBINED_PYRAMID
Василь Федина,Роман Чийпеш,4,2,Чемпіонат Закарпатської області 2023 (комбінована піраміда) відкритий на підтримку ЗСУ. Слава Україні!,2023-01-21,group,COMBINED_PYRAMID
Золтан Горос,Микола Шикітка,2,4,Чемпіонат Закарпатської області 2023 (комбінована піраміда) відкритий на підтримку ЗСУ. Слава Україні!,2023-01-21,group,COMBINED_PYRAMID
Сергій Шерегій,Михайло Сличко,2,4,Чемпіонат Закарпатської області 2023 (комбінована піраміда) відкритий на підтримку ЗСУ. Слава Україні!,2023-01-21,group,COMBINED_PYRAMID
Євген Драгула,Олександр Рогович,4,1,Чемпіонат Закарпатської області 2023 (комбінована піраміда) відкритий на підтримку ЗСУ. Слава Україні!,2023-01-21,group,COMBINED_PYRAMID
Станислав Малиновский,Евгений Забарас,1,4,Чемпіонат Закарпатської області 2023 (комбінована піраміда) відкритий на підтримку ЗСУ. Слава Україні!,2023-01-21,group,COMBINED_PYRAMID
Марія Левківська,Олександр Мимренко,2,4,Чемпіонат Закарпатської області 2023 (комбінована піраміда) відкритий на підтримку ЗСУ. Слава Україні!,2023-01-21,group,COMBINED_PYRAMID
Василь Федина,Валентин Свалявчик,0,4,Чемпіонат Закарпатської області 2023 (комбінована піраміда) відкритий на підтримку ЗСУ. Слава Україні!,2023-01-21,group,COMBINED_PYRAMID
Игор Фединишинець,Микола Шикітка,2,4,Чемпіонат Закарпатської області 2023 (комбінована піраміда) відкритий на підтримку ЗСУ. Слава Україні!,2023-01-21,group,COMBINED_PYRAMID
Павел Нікитчук,Володимир Коротя,0,4,Чемпіонат Закарпатської області 2023 (комбінована піраміда) відкритий на підтримку ЗСУ. Слава Україні!,2023-01-21,group,COMBINED_PYRAMID
Артур Зелінко,Миколай Дан,4,0,Чемпіонат Закарпатської області 2023 (комбінована піраміда) відкритий на підтримку ЗСУ. Слава Україні!,2023-01-21,group,COMBINED_PYRAMID
Михайло Сличко,Олександр Лизанець,4,0,Чемпіонат Закарпатської області 2023 (комбінована піраміда) відкритий на підтримку ЗСУ. Слава Україні!,2023-01-21,group,COMBINED_PYRAMID
Євген Драгула,Евгений Забарас,4,0,Чемпіонат Закарпатської області 2023 (комбінована піраміда) відкритий на підтримку ЗСУ. Слава Україні!,2023-01-21,group,COMBINED_PYRAMID
Олександр Мимренко,Валентин Свалявчик,4,2,Чемпіонат Закарпатської області 2023 (комбінована піраміда) відкритий на підтримку ЗСУ. Слава Україні!,2023-01-21,group,COMBINED_PYRAMID
Микола Шикітка,Володимир Коротя,2,4,Чемпіонат Закарпатської області 2023 (комбінована піраміда) відкритий на підтримку ЗСУ. Слава Україні!,2023-01-21,group,COMBINED_PYRAMID
Артур Зелінко,Михайло Сличко,4,3,Чемпіонат Закарпатської області 2023 (комбінована піраміда) відкритий на підтримку ЗСУ. Слава Україні!,2023-01-21,group,COMBINED_PYRAMID
Сергій1 Шерегій,Олександр Лизанець,1,3,Чемпіонат Закарпатської області 2023 (комбінована піраміда) відкритий на підтримку ЗСУ. Слава Україні!,2023-01-21,group,COMBINED_PYRAMID
